163,175,696,12950
164,245,653,10802
165,258,670,11374
166,355,338,44082
167,227,697,9988
168,204,719,15504
169,172,758,3784
170,177,774,2840
171,188,792,9776
172,218,813,5232
173,187,840,7125
174,180,883,6480
175,221,881,7514
176,244,837,23961
177,272,815,8720
178,300,792,21600
179,244,792,8313
180,267,787,6408
181,269,771,13450
182,239,746,15296
183,217,768,7812
184,289,696,42267
185,310,737,35960
186,326,765,11754
187,352,787,10575
188,329,810,5922
189,303,838,7891
190,356,836,14260
191,327,857,11135
192,317,878,9525
193,371,880,20061
194,292,638,21060
195,311,620,15575
196,343,646,21952
197,332,673,9296
198,349,694,20242
199,372,677,19344
200,379,716,34155
201,403,744,25792
202,377,765,21895
203,405,788,14598
204,378,814,21168
205,408,834,16320
206,436,770,17440
207,430,810,28413
208,433,856,25114
209,460,833,17480
210,486,852,12636
211,474,869,10439
212,497,803,43780
213,512,784,22528
214,459,788,16542
215,485,766,16507
216,460,746,47840
217,428,721,20568
218,406,691,17886
219,427,670,23058
220,400,645,28800
221,370,621,16302
222,335,595,28182
223,364,593,13122
224,339,566,17654
225,361,568,14460
226,400,594,37647
227,433,583,10404
228,427,567,16226
229,449,565,16164
230,388,530,69064
231,392,491,15700
232,409,503,13104
233,429,508,19757
234,455,491,35490
235,482,514,26992
236,451,538,27090
237,466,552,16776
238,482,543,11568
239,540,810,16215
240,535,851,18207
241,522,879,25080
242,417,301,15846
243,403,312,15314
244,380,307,13698
245,411,337,30451
246,382,371,22185
247,414,368,12435
248,411,399,33702
249,391,437,39100
250,361,459,16606
251,445,438,18690
252,422,459,38824
253,454,460,11817
254,477,443,25785
255,513,428,38988
256,479,406,50774
257,448,365,52923
258,487,372,18525
259,508,369,25400
260,476,335,28560
261,448,308,32256
262,477,272,44885
263,519,306,49824
264,420,249,63000
265,519,256,17646
266,539,277,40964
267,567,292,15890
268,580,275,32508
269,601,273,24060
270,616,261,22176
271,580,233,78948
272,673,278,41757
273,710,266,42600
274,732,273,38064
275,720,294,25938
276,695,308,57031
277,632,306,78368
278,604,341,33852
279,629,347,22662
280,575,342,17265
281,551,332,69489
282,566,364,39620
283,536,388,26825
284,651,360,55986
285,608,372,23123
286,602,400,37355
287,562,426,54000
288,609,422,25599
289,636,428,28006
290,633,404,26586
291,689,353,28959
292,712,373,22800
293,736,369,23552
294,724,341,53576
295,757,365,37850
296,760,304,95760
297,790,342,72680
298,782,371,32844
299,806,386,32240
300,816,368,39168
301,822,304,78960
302,856,337,95928
303,914,333,80476
304,945,324,35910
305,975,335,76050
306,912,362,34675
307,939,365,41316
308,843,408,75915
309,874,427,43725
310,959,399,138168
311,993,430,91356
312,907,398,47164
313,896,429,46592
314,917,430,31178
315,935,425,43033
316,927,449,31535
317,895,458,50120
318,924,482,61017
319,954,463,103032
320,993,509,156973
321,967,539,48350
322,994,563,69580
323,949,514,81614
324,1048,563,33552
325,1017,587,48816
326,1065,597,149170
327,1057,638,35955
328,1084,663,60704
329,1082,717,45465
330,1046,733,104650
331,1022,717,85848
332,1077,826,68928
333,1026,820,67716
334,1008,798,54432
335,956,803,74568
336,933,780,31739
337,903,805,77701
338,880,782,26400
339,911,760,34618
340,934,755,31756
341,964,754,40509
342,997,685,37886
343,1027,665,61650
344,1003,639,52182
345,986,613,63136
346,967,611,27090
347,961,590,57660
348,941,564,65905
349,911,554,23699
350,879,570,36918
351,896,576,26880
352,908,589,50876
353,928,614,35264
354,903,620,27105
355,953,642,40026
356,973,662,62272
357,924,664,81356
358,948,689,37920
359,967,714,77400
360,1010,764,38380
361,913,712,80344
362,886,688,56736
363,871,667,52260
364,875,618,73542
365,853,562,27296
366,604,875,15704
367,707,869,16968
368,738,873,29520
369,825,873,24750
370,926,870,27780
371,975,866,25363
372,992,863,17865
373,988,871,19770
374,1001,872,30030
375,1044,861,27144
376,844,843,35448
377,895,843,53700
378,795,804,47700
379,825,780,24750
380,850,806,44200
381,879,754,31662
382,859,758,65322
383,862,712,55168
384,636,848,21624
385,743,805,31206
386,769,828,36936
387,739,848,23664
388,560,827,32509
389,613,828,33129
390,586,808,15249
391,558,786,27900
392,538,764,17232
393,513,743,13351
394,564,740,24816
395,483,715,23208
396,455,691,32760
397,483,672,17388
398,446,646,50008
399,465,622,13034
400,476,634,15248
401,484,618,17424
402,499,614,21978
403,507,593,41574
404,454,597,26332
405,484,570,34848
406,508,539,34544
407,513,478,64638
408,537,572,55900
409,503,643,42252
410,534,646,16035
411,539,621,32370
412,506,698,22264
413,532,716,45752
414,562,691,31500
415,589,714,36518
416,532,671,25560
417,566,648,29458
418,590,669,34220
419,638,722,91944
420,674,695,28329
421,646,670,56892
422,596,636,61984
423,591,599,24843
424,578,577,72891
425,567,533,47628
426,537,511,29025
427,568,509,20448
428,573,484,27504
429,555,483,19998
430,558,462,20088
431,604,462,65232
432,632,481,18960
433,628,497,16328
434,607,506,44918
435,628,540,54051
436,597,532,26268
437,610,547,17080
438,615,560,15990
439,621,590,54692
440,697,413,112995
441,758,389,37900
442,782,399,45385
443,775,422,60489
444,809,431,45304
445,661,450,39660
446,653,475,15672
447,692,478,51208
448,717,467,20090
449,659,511,46130
450,686,534,45276
451,700,507,25218
452,720,508,25938
453,749,488,46438
454,747,459,49302
455,780,477,35880
456,781,503,23430
457,755,527,49863
458,718,532,31614
459,765,552,21434
460,772,571,46350
461,653,539,20912
462,654,564,44472
463,714,573,67163
464,682,590,25916
465,663,599,13270
466,680,610,20415
467,650,622,31224
468,677,645,41974
469,674,672,25612
470,699,668,36348
471,706,622,52281
472,751,598,31542
473,771,602,18504
474,763,618,25942
475,795,588,38184
476,801,540,70488
477,836,519,46816
478,854,501,18788
479,802,476,118770
480,843,454,62419
481,862,483,48272
482,889,517,94287
483,856,585,54784
484,829,562,81291
485,825,626,75900
486,849,658,22087
487,899,643,39556
488,784,642,34518
489,766,642,13797
490,759,668,42504
491,814,663,60273
492,835,690,30078
493,810,709,61598
494,779,737,21812
495,832,735,29952
496,807,761,54876
497,775,784,23265
498,727,739,24718
499,694,765,30558
500,641,764,23076
501,663,786,41106
502,693,813,44352
503,664,835,38512
504,583,764,39678
505,612,782,45325
506,729,692,48147
507,697,714,48825
508,752,715,24064
509,784,688,84672
510,879,357,84432
511,751,760,67590
512,840,167,82369
