0,82,59,5775
1,154,61,15708
2,216,45,31104
3,296,23,12453
4,382,42,58140
5,187,88,13500
6,117,95,7520
7,509,44,67254
8,477,66,19080
9,578,24,35867
10,647,24,41408
11,726,32,78462
12,751,69,67590
13,790,27,47400
14,858,27,77265
15,257,94,13390
16,296,96,6512
17,332,95,36575
18,372,101,14880
19,391,121,21924
20,439,99,39510
21,484,122,21318
22,525,110,33632
23,610,76,78144
24,653,108,22219
25,713,100,35650
26,782,102,54740
27,782,68,29735
28,825,57,77597
29,922,63,123548
30,942,104,43355
31,913,134,73040
32,48,176,7081
33,79,126,3816
34,114,125,3206
35,116,161,8155
36,171,128,13720
37,224,128,8512
38,211,146,9306
39,255,125,16320
40,326,144,26120
41,294,155,14725
42,260,164,8336
43,189,163,7182
44,180,188,8303
45,150,203,8400
46,100,194,5000
47,42,238,2040
48,77,242,2156
49,116,233,9087
50,153,233,6732
51,185,245,5920
52,229,213,34425
53,289,234,16212
54,281,251,8992
55,306,201,37944
56,352,189,16215
57,374,175,14980
58,408,210,14688
59,442,172,71604
60,534,129,67284
61,596,123,13112
62,516,186,18576
63,482,223,14475
64,615,140,27060
65,679,138,40740
66,741,137,86014
67,807,141,62946
68,851,100,97071
69,881,140,31716
70,950,145,77941
71,976,172,68355
72,993,211,103324
73,1026,239,75924
74,1078,179,73304
75,1087,296,173920
76,1092,349,26208
77,1062,467,191250
78,1042,523,35428
79,643,168,70730
80,708,173,79296
81,773,171,38675
82,743,203,65428
83,782,214,23460
84,834,224,143448
85,835,207,26720
86,869,217,95590
87,904,170,65088
88,931,209,83790
89,987,275,49375
90,924,278,140448
91,581,175,48846
92,357,238,29274
93,87,271,8050
94,149,271,10166
95,230,270,16100
96,199,293,11571
97,126,296,6804
98,101,333,9338
99,165,330,13902
100,146,351,9962
101,260,294,22403
102,315,276,47880
103,366,286,19791
104,515,212,35020
105,510,237,28560
106,539,237,20482
107,539,208,37730
108,611,208,41582
109,642,212,30816
110,637,241,34425
111,661,254,31728
112,681,220,87168
113,737,245,53064
114,771,243,74064
115,794,272,65149
116,858,275,34340
117,861,299,31014
118,211,328,6330
119,237,327,10902
120,282,321,11300
121,310,335,24840
122,212,350,11900
123,122,380,5145
124,171,396,16758
125,215,378,8170
126,136,431,9009
127,256,374,23040
128,281,351,12926
129,224,399,11648
130,177,452,18054
131,137,472,4384
132,147,490,6490
133,199,494,11970
134,181,516,7260
135,153,543,25092
136,234,453,35568
137,271,489,11924
138,288,407,16733
139,299,459,15574
140,222,507,9345
141,243,515,10692
142,234,535,6566
143,205,567,20910
144,277,542,14404
145,246,571,10824
146,166,596,7659
147,162,622,7475
148,171,647,7524
149,192,628,9240
150,221,601,12818
151,283,594,14175
152,306,573,19616
153,332,542,14608
154,303,519,26708
155,333,481,30015
156,330,430,32340
157,353,397,22592
158,316,365,12640
159,307,383,19034
160,247,624,16302
161,216,651,7776
162,200,670,10800
